Id,Init,Completion,Type,Kinetic
146bd622af,41.7681,65.0681,Turn,1
146bd622af,77.8281,82.6681,Turn,1
146bd622af,91.8681,98.8281,Walking,1
150e8227fc,15.76,136.76,StartHesitation,1
150e8227fc,136.76,316.64,Turn,1
150e8227fc,320.52,342.32,Turn,1
150e8227fc,344.12,360.88,Walking,1
150e8227fc,362.6,462.64,Turn,1
150e8227fc,465.6,491.0,Walking,1
1617d7c323,12.4772,16.9372,Turn,1
1617d7c323,20.3772,25.4172,Turn,1
1620f0ce71,23.9572,27.5972,Turn,1
16464efd8d,42.4609,45.5009,Turn,1
16464efd8d,53.3209,54.5609,Turn,1
166bc81085,12.3766,19.9366,Turn,1
166bc81085,20.2166,27.6166,Turn,1
166bc81085,27.2166,29.2966,StartHesitation,1
166bc81085,45.0966,46.3766,Turn,1
16c577bb75,15.7847,16.6647,Turn,1
18771100ac,11.7759,14.9959,Turn,1
19be3c611f,15.8403,16.4403,Turn,1
19be3c611f,22.6803,23.6403,Turn,1
19be3c611f,28.4403,29.5403,Turn,1
19e4f58e60,10.9506,17.0306,Turn,1
19fa6cec5a,10.16,57.52,StartHesitation,1
19fa6cec5a,57.52,162.44,Turn,1
19fa6cec5a,162.44,230.6,Walking,1
19fa6cec5a,230.6,258.56,Turn,1
19fa6cec5a,265.26,280.34,Turn,1
1a302f432f,12.34,195.26,Turn,1
1acbb41e29,9.87656,10.1166,Turn,1
1b02531ca7,14.8756,16.5156,Turn,1
1b75dcd7bb,6.46813,13.9081,Turn,1
1b75dcd7bb,14.2081,24.2881,Turn,1
1bb45d06e1,28.37,32.93,Turn,1
1bb76b9425,20.8219,22.5019,Turn,1
1bb76b9425,25.9019,27.2619,Turn,1
1bb76b9425,28.4219,29.5019,Turn,1
1c13b1cc60,30.9962,32.0762,Turn,1
1c6d13c09f,22.4716,23.9916,Turn,1
1c6d13c09f,25.6716,29.5516,Turn,1
1c6d13c09f,30.2716,33.3516,Turn,1
1dc20e5bdd,42.6459,57.8459,Turn,1
1dc20e5bdd,65.3659,72.0859,Turn,1
1e5f843874,16.2,22.32,Turn,1
1e5f843874,24.88,38.18,Turn,1
1e5f843874,48.86,55.86,Turn,1
1e5f843874,67.86,72.16,Turn,1
1f7ce6ede1,9.22,14.32,Turn,0
1f7ce6ede1,27.52,29.24,Turn,1
21a3196147,22.3122,26.5322,Turn,1
21a3196147,28.3322,31.9722,Turn,1
21a3196147,45.5522,48.1522,Turn,1
2243190dc9,8.80469,10.4447,Turn,1
2243190dc9,17.3647,23.9847,Turn,1
2243190dc9,25.4647,28.0247,Turn,1
2243190dc9,35.3047,36.8247,Turn,1
2365c918c9,4.11562,5.91562,StartHesitation,1
2365c918c9,8.03562,16.8756,Turn,1
2365c918c9,17.4356,24.8756,Turn,1
2365c918c9,24.7156,26.7956,Walking,1
2365c918c9,37.3556,38.8356,Turn,1
2365c918c9,45.5556,46.7156,Turn,1
23e529e94f,21.8566,34.1366,Turn,1
23e529e94f,53.9366,60.4566,Turn,1
23e529e94f,64.4966,75.7766,Turn,1
23e529e94f,88.2966,96.5366,Turn,1
24db98b57e,6.80094,8.44094,Turn,1
24db98b57e,11.1609,12.1209,Turn,1
24db98b57e,14.9209,18.6409,Turn,1
24db98b57e,21.2809,22.1609,Turn,1
251c37f6e0,13.5294,14.2094,Turn,1
251c37f6e0,14.8894,17.6094,Turn,1
257c266332,7.72687,11.5269,Turn,1
257c266332,15.1869,16.5069,Turn,1
257c266332,20.2869,23.9669,Turn,1
257c266332,28.1669,37.8069,Turn,1
257c266332,40.9069,44.4269,Turn,1
257c266332,46.8869,54.7069,Turn,1
257c266332,57.2669,59.7469,Turn,1
2603397efa,4.54281,22.6628,Turn,1
2603397efa,28.8628,30.6628,Turn,1
2603397efa,34.8228,35.9428,Turn,1
263f86b1d5,25.0044,26.8044,Turn,1
263f86b1d5,32.6844,34.9644,Turn,1
2693dd159b,12.9881,14.1481,Turn,1
2694b5086f,17.1756,22.4156,Turn,1
2694b5086f,22.4156,33.2556,Turn,1
2694b5086f,45.5356,47.8156,Turn,1
2839a49b5a,28.5297,30.2097,Turn,1
2855712333,16.4894,18.9294,Turn,1
2855712333,28.9694,36.5694,Turn,1
29fd1a607c,13.0012,24.3612,Turn,1
29fd1a607c,24.3612,37.0812,Turn,1
2a082fe090,10.0022,11.6022,Turn,1
2a082fe090,13.1422,17.2422,Turn,1
2a082fe090,19.3422,21.5222,Turn,1
2a082fe090,22.0422,33.3822,Turn,1
2aeeb5e0bb,48.8222,49.7422,Turn,1
2b083aaff2,23.2491,29.0091,Turn,1
2ca9bd3533,19.9497,21.9097,Turn,1
2ca9bd3533,33.7297,34.6897,Walking,1
2ca9bd3533,37.3297,38.0097,Walking,1
2d481ad987,4.74281,5.90281,Walking,1
2d481ad987,7.04281,8.12281,Walking,1
2d481ad987,8.26281,17.1828,Walking,1
2d481ad987,17.1828,40.1428,Turn,1
2d481ad987,40.1428,64.2228,Turn,1
2d481ad987,70.3028,75.9428,Walking,1
2d481ad987,79.4228,86.7428,Turn,1
2d4c5f6c17,13.6228,17.8228,StartHesitation,0
2d4c5f6c17,22.2228,46.1428,Turn,1
2d4c5f6c17,47.6628,71.8628,Turn,1
2d4c5f6c17,84.1828,91.1028,Turn,1
2dec5ee558,11.6584,13.8584,Turn,1
2dec5ee558,15.3184,16.6384,Turn,1
2dec5ee558,20.1584,24.1984,Turn,1
2dec5ee558,27.7584,40.2384,Turn,1
2dec5ee558,40.9384,42.3384,Turn,1
2dec5ee558,44.0584,47.9784,Turn,1
2dec5ee558,50.8184,52.7384,Turn,1
2dec5ee558,53.4184,54.7784,Turn,1
2dec5ee558,56.8384,58.9584,Turn,1
2ea063ca4f,43.7434,62.7834,StartHesitation,0
2ea063ca4f,67.6234,116.343,Turn,1
2ea063ca4f,119.343,122.583,Turn,1
2ea063ca4f,128.143,161.543,Turn,1
2ea063ca4f,173.183,175.503,Turn,1
2ef9657041,8.54125,10.3012,Turn,1
2ef9657041,15.3812,16.7812,Turn,1
2fd6377dd0,6.5075,9.8675,Turn,1
2fd6377dd0,20.1475,34.0875,Turn,1
2fd6377dd0,34.8075,35.7675,Turn,1
2fd6377dd0,39.8675,42.5475,Turn,1
2fd6377dd0,43.5875,46.5475,Turn,1
2fd6377dd0,48.9875,51.5075,Turn,1
310c0b04e3,9.92312,18.0831,Turn,1
310c0b04e3,18.9231,40.6231,Turn,1
311e2722d2,19.28,26.4,Turn,1
311e2722d2,28.94,36.02,Turn,1
311e2722d2,40.72,45.68,Turn,1
311e2722d2,51.34,110.22,Turn,1
311e2722d2,117.54,119.0,Walking,1
311e2722d2,127.68,170.0,Turn,1
311e2722d2,181.52,188.88,Turn,1
32685c1cb7,13.1741,14.9341,Turn,1
32685c1cb7,19.4341,23.9941,Turn,1
32685c1cb7,33.9141,35.3941,Turn,1
3291d59f24,13.7691,15.0891,Turn,1
3291d59f24,17.7691,19.1691,Turn,1
3291d59f24,20.1691,28.7691,Turn,1
3291d59f24,31.7291,35.0091,Walking,0
3291d59f24,39.0491,42.9291,Turn,1
32b4bdc304,1.81312,2.51312,StartHesitation,1
32b4bdc304,5.39312,8.97312,Turn,1
32b4bdc304,11.1731,12.7331,Turn,1
32b4bdc304,18.1731,23.9331,Turn,1
32b4bdc304,27.6131,28.7731,Turn,1
343d04c4ad,10.4078,11.2078,Turn,1
35bd42e628,2.2,4.64,StartHesitation,1
35bd42e628,7.78,57.78,Turn,1
35bd42e628,58.4,86.84,Turn,1
35bd42e628,86.98,89.38,Walking,1
35bd42e628,92.98,98.46,Walking,1
35bd42e628,104.54,112.86,Turn,1
35ffe4978b,18.7287,21.0887,Turn,1
3654b40cc6,10.0672,26.0672,Turn,1
3654b40cc6,26.9872,36.6872,Turn,1
375beaf4dc,9.64,14.96,Turn,1
375beaf4dc,17.76,24.44,StartHesitation,1
375beaf4dc,35.14,36.58,Turn,1
375beaf4dc,46.54,47.46,Turn,1
39748207e6,11.9141,26.1541,Turn,1
39748207e6,34.0341,36.3941,Turn,1
39748207e6,48.3541,50.5941,Turn,1
39cf5dd806,5.63563,13.9956,Turn,1
39cf5dd806,14.4756,22.9556,Turn,1
3ba3590a08,7.28,96.8,StartHesitation,1
3ba3590a08,96.8,306.66,Turn,1
3ba3590a08,310.26,343.74,Walking,1
3ba3590a08,346.68,350.0,Turn,1
3ba3590a08,356.2,359.76,Turn,1
3baba38642,6.46844,12.6684,Turn,1
3baba38642,13.3484,14.7484,Turn,1
3baba38642,15.1484,15.8684,Turn,1
3cd4c680cb,18.5112,23.2312,Turn,1
3cd4c680cb,27.6312,29.2312,Turn,1
3cd4c680cb,33.9112,43.3512,Walking,0
3cd4c680cb,46.8512,50.0912,Turn,1
3e76490612,15.6531,17.1731,Turn,1
3e9a43491a,13.9744,43.1744,Turn,1
3e9a43491a,43.1744,57.9744,Turn,1
4025712647,12.4844,14.3644,Turn,1
4280c8d63b,17.595,19.555,Turn,1
4280c8d63b,23.195,26.955,Turn,1
4280c8d63b,34.295,36.295,Turn,1
4280c8d63b,39.295,42.575,Turn,1
42ec812606,7.17,146.808,StartHesitation,1
42ec812606,150.968,170.088,Turn,1
42ec812606,173.248,239.528,Turn,1
4376e93f66,17.6509,18.8509,Turn,1
4376e93f66,31.6709,32.6309,Turn,1
4377dcaba1,24.4159,27.4559,Turn,1
439f6c74ef,14.9369,16.2369,Turn,1
439f6c74ef,19.7969,25.9969,Turn,1
43dc843208,5.10375,5.56375,StartHesitation,1
43dc843208,10.1837,19.5437,Turn,1
43dc843208,21.0237,40.0637,Turn,1
441362cade,11.9103,15.2703,Walking,1
441362cade,17.3703,43.0503,Turn,1
441362cade,52.2703,60.6303,Turn,1
441362cade,69.5303,70.6903,Turn,1
441362cade,110.97,122.33,Turn,1
441362cade,155.01,157.93,Walking,1
441362cade,160.93,171.29,Walking,1
441362cade,187.81,198.17,Turn,1
448d4345d4,28.2222,29.3422,Turn,1
45a205e6ce,11.68,60.8,StartHesitation,1
45a205e6ce,60.8,184.24,Turn,1
45a205e6ce,184.24,241.6,Walking,1
45a205e6ce,241.6,274.86,Turn,1
45b805c13d,12.3281,13.5681,Turn,1
46300e025f,11.08,12.28,StartHesitation,1
46300e025f,14.8106,36.8906,Turn,1
46300e025f,44.32,46.12,Walking,1
46300e025f,50.84,52.08,Turn,1
47084c5065,7.69812,9.89812,Turn,1
47084c5065,34.2981,37.3781,Turn,1
4833cbd13b,8.43094,9.75094,Turn,1
4833cbd13b,14.3509,16.5509,Turn,1
4833cbd13b,17.5109,20.8309,Turn,1
4833cbd13b,24.4509,28.1309,Turn,1
4833cbd13b,32.4909,36.4909,Turn,1
48fb3da3f4,16.5875,27.1875,Turn,1
48fb3da3f4,30.5075,41.0275,Turn,1
48fb3da3f4,55.4,56.3875,Turn,1
48fb3da3f4,64.6675,67.3875,Turn,1
4c2efc2da7,12.2837,26.5637,Turn,1
4c2efc2da7,26.5637,39.4437,Turn,1
4ef4e8edef,7.41562,19.5356,Turn,1
4ef4e8edef,19.4156,20.5156,Walking,1
4ef4e8edef,30.1156,31.4756,Turn,1
4ef4e8edef,37.7156,39.0356,Turn,1
4f619d853b,16.7916,18.1116,Turn,1
4f619d853b,23.0316,25.6316,Turn,1
4f619d853b,44.1116,47.1916,Walking,1
50dee8f15a,59.52,68.64,Turn,0
50dee8f15a,69.52,71.44,Turn,0
5150b34bef,18.4556,20.7756,Turn,1
51c15f0850,13.0016,14.2016,StartHesitation,1
51c15f0850,30.7216,34.7216,Turn,1
5251363635,9.22281,12.3428,StartHesitation,1
5251363635,15.5028,31.3028,Turn,1
5251363635,40.5428,44.8628,Turn,1
5251363635,51.4628,55.1428,Turn,1
53397c05db,11.7341,16.7741,Turn,1
53397c05db,17.0941,24.4141,Turn,1
53e0167d78,9.92031,15.4803,Turn,1
53e0167d78,15.4803,24.5203,Turn,1
54ac78a467,13.6816,15.1216,StartHesitation,0
54ac78a467,18.0416,26.2416,Turn,1
54ac78a467,28.2816,30.4816,Turn,1
54ac78a467,45.9216,48.2016,Turn,1
54dca4db7e,9.02344,10.1834,Turn,1
5524e00b0c,8.52,66.62,StartHesitation,1
5524e00b0c,67.14,152.28,Turn,1
5524e00b0c,155.5,200.74,Turn,1
5524e00b0c,209.02,214.5,Turn,1
5689675f78,18.5778,23.1378,Turn,1
5689675f78,28.1778,33.4178,Turn,1
5689675f78,34.6178,38.7578,Turn,1
56f23c15f6,15.5922,17.3522,Turn,0
56f23c15f6,26.0322,31.1522,Turn,1
56f23c15f6,33.3322,34.9322,Turn,1
56f23c15f6,37.1322,43.7722,StartHesitation,0
56f23c15f6,55.4122,57.0922,Turn,1
58cca14e42,15.8,18.64,Turn,1
58cca14e42,23.14,25.02,Turn,1
58cca14e42,24.74,30.42,Turn,1
58cca14e42,42.04,44.72,Turn,1
59c2a2e1ed,8.115,11.075,Turn,1
59c2a2e1ed,15.515,17.675,Turn,1
59c2a2e1ed,31.875,32.835,Turn,1
59e051f322,13.9353,14.2153,StartHesitation,1
5a70242f37,25.48,27.08,Turn,1
5abdbd0aa6,16.2891,20.36,Turn,1
5abdbd0aa6,29.6491,31.4491,Turn,1
5abdbd0aa6,43.9691,49.0491,Turn,1
5abdbd0aa6,57.8491,59.4091,Turn,1
5af4a049fe,40.0025,43.5225,Turn,1
5d072b9006,12.8762,28.1962,Turn,1
5d072b9006,30.8362,46.3962,Turn,1
5d2e5dd284,15.7647,20.4047,Turn,1
5d2e5dd284,22.9247,28.3247,Turn,1
5d2e5dd284,29.2047,32.5847,Turn,1
5d2e5dd284,41.8247,43.1847,Turn,1
5d320ade20,29.1906,32.1506,Turn,1
5eb82b4da9,10.9603,11.8803,StartHesitation,1
5f8fbc33f9,10.0891,13.9491,Turn,1
5f90af1a78,26.8744,29.3144,Walking,1
5ff654941a,14.3594,15.4794,Turn,1
5ff654941a,19.9194,21.7194,Turn,1
6107a9ab61,33.3003,33.4803,Walking,1
616371ed4d,20.1003,22.1803,Turn,1
616371ed4d,28.5403,31.4203,Walking,1
64dec54859,12.6325,14.2725,Turn,1
64dec54859,17.5525,18.3925,Turn,1
64e69dbfab,11.2481,14.6081,Turn,1
6670936848,3.52688,4.72688,StartHesitation,1
6670936848,6.30688,7.34688,Walking,1
6670936848,8.82687,46.2269,Turn,1
6670936848,46.9469,65.0669,Turn,1
6670936848,65.2069,70.3669,Walking,1
6670936848,75.4469,78.4669,Walking,1
6670936848,83.0269,98.2869,Turn,1
6674377054,13.5334,14.7734,Turn,1
6674377054,16.5734,22.7334,Turn,1
6674377054,25.2134,28.5734,Turn,1
6674377054,28.9334,32.6934,Turn,1
6674377054,43.5734,47.2534,Turn,1
6698568138,8.38437,39.1444,Turn,1
6698568138,39.1444,86.5444,Turn,1
6698568138,90.0044,96.6844,Walking,1
6698568138,98.7244,109.564,Turn,1
6698568138,114.724,117.044,Turn,1
67624d0d1c,7.10281,15.7428,Turn,1
67624d0d1c,16.5428,25.4628,Turn,1
67624d0d1c,38.7428,40.3828,Turn,1
67c9018b72,15.7334,16.7934,Turn,1
67c9018b72,18.5534,21.6334,Turn,1
67c9018b72,25.7934,29.7134,Turn,1
67c9018b72,30.2534,34.6134,Turn,1
67c9018b72,39.3734,43.2534,Turn,1
6845feb630,8.56969,10.6897,StartHesitation,1
6845feb630,16.7697,54.5297,Turn,1
6845feb630,54.5297,109.57,Turn,1
6845feb630,117.65,120.61,Turn,1
685a08f19d,32.4,39.32,Turn,0
68d73217a2,11.0616,13.3016,Turn,1
68dd960102,9.06281,9.90281,Turn,1
68dd960102,11.9428,12.5828,Turn,1
68de59be7e,7.31781,8.07781,Turn,1
68e8968414,17.81,63.81,Turn,1
68e8968414,83.45,87.45,Turn,1
690030e376,8.72094,9.64094,Turn,1
690030e376,11.8009,12.5209,Turn,1
692e9e05ef,3.60094,6.36094,StartHesitation,1
692e9e05ef,9.08094,13.0409,Walking,1
692e9e05ef,21.1809,24.9009,Turn,1
692e9e05ef,31.5809,32.6209,Walking,1
692e9e05ef,38.1409,42.5409,Walking,1
692e9e05ef,52.4609,60.4609,Walking,0
6a208e14c8,9.84,18.36,Turn,1
6a208e14c8,20.02,27.48,Turn,1
6b2fab3d8e,7.215,9.375,Turn,1
6b2fab3d8e,13.155,16.795,Turn,1
6b2fab3d8e,31.595,34.115,Turn,1
6b2fab3d8e,42.715,44.675,Turn,1
6b6644132d,9.45156,11.0916,Turn,1
6b6644132d,18.3716,19.6116,Turn,1
6c39f4d317,5.46,88.14,Walking,1
6c39f4d317,88.14,223.78,Turn,1
6c39f4d317,224.26,254.7,Turn,1
6c39f4d317,256.18,257.46,Walking,1
6c39f4d317,262.88,297.4,Walking,1
6c39f4d317,300.76,320.44,Turn,1
6d392739be,2.4,6.16,StartHesitation,1
6d392739be,7.4,21.8,Walking,1
6d392739be,24.12,37.08,Walking,1
6d392739be,37.08,188.6,Turn,1
6d392739be,189.4,210.12,Turn,1
6d392739be,217.06,218.66,Walking,1
6d392739be,219.5,228.86,Walking,1
6d392739be,232.5,254.9,Turn,1
6d9b1fc826,4.46187,9.62187,StartHesitation,1
6d9b1fc826,25.9619,30.4019,Walking,1
6d9b1fc826,34.9219,36.6419,Walking,1
6d9b1fc826,42.8019,44.5619,Walking,1
6e05dd955f,10.74,12.3,Turn,1
6e05dd955f,22.3,24.22,Turn,1
6e22817d93,13.5169,18.3169,Turn,1
70b291ba2d,10.96,12.84,Turn,0
70b291ba2d,18.12,22.44,Turn,1
714dc454eb,6.84,144.0,StartHesitation,1
714dc454eb,144.0,362.16,Turn,1
714dc454eb,366.54,369.02,Walking,1
714dc454eb,372.46,381.28,Turn,1
71bc892dd5,16.9909,19.3509,StartHesitation,0
71bc892dd5,36.4309,38.7509,Turn,1
7411f3df87,8.74469,11.5047,Turn,1
7411f3df87,25.3047,27.9447,Turn,1
7411f3df87,32.1447,35.3447,Turn,1
74239820d4,15.0847,17.6847,Turn,1
7468af035f,16.3,78.5,Turn,1
7468af035f,87.5,90.42,Walking,1
7468af035f,100.14,121.36,Turn,0
7468af035f,133.94,148.78,Walking,1
74de894ecf,16.8641,17.3041,Turn,1
74de894ecf,18.6641,19.3041,Turn,1
74de894ecf,19.4641,21.7441,Turn,1
74de894ecf,25.0241,26.4241,Turn,1
74de894ecf,34.2641,34.6841,Walking,1
758ddee3f7,8.74812,10.9481,Turn,1
758ddee3f7,13.4681,16.0081,Turn,1
758ddee3f7,17.8481,20.0081,Turn,1
75acd95f9f,6.52125,14.5612,Turn,1
75acd95f9f,14.0812,22.7212,Turn,1
763886fb4d,22.1178,26.1178,Turn,1
763886fb4d,33.8378,36.2178,Turn,1
76c215b221,7.04375,14.9237,Turn,1
76c215b221,15.7237,25.4837,Turn,1
76c7edf878,18.78,76.98,StartHesitation,1
76c7edf878,76.98,214.42,Turn,1
76c7edf878,214.42,323.38,Walking,1
76c7edf878,323.38,369.9,Turn,1
76c7edf878,369.9,482.78,Walking,1
76c7edf878,482.78,507.04,Turn,1
7845e3a26f,10.3156,11.4756,Turn,1
7845e3a26f,13.1956,15.1956,Turn,1
7845e3a26f,34.6156,37.2156,Turn,1
788e2690f7,15.3347,17.0547,Turn,0
788e2690f7,17.9547,19.7147,Turn,1
7912f48748,16.8212,22.0212,Turn,1
7912f48748,22.0212,25.3012,Turn,1
7a17d4db85,10.445,12.165,Turn,1
7a17d4db85,16.965,18.765,Turn,1
7a17d4db85,21.685,22.645,Turn,1
7a17d4db85,28.885,37.205,Turn,1
7a17d4db85,40.765,42.405,Turn,1
7d42d53fdd,5.21844,15.3784,StartHesitation,0
7d42d53fdd,19.7184,53.425,Turn,1
7d42d53fdd,56.0384,73.2784,Turn,1
7d42d53fdd,91.1184,96.5984,Turn,1
7d7c4e6da1,22.1456,23.9856,Turn,1
7e95883819,22.6287,35.6687,Turn,1
7ebad45aec,12.56,18.88,Turn,1
7f053de59b,7.13719,8.31719,Turn,1
7f12b7cea1,17.6212,22.8612,Turn,1
7f12b7cea1,28.3812,39.9812,Turn,1
7f8593c37e,7.15719,14.3572,Turn,1
7f8593c37e,15.6372,23.9572,Turn,1
7fb91164ad,12.6316,13.3916,StartHesitation,1
7fb91164ad,14.0116,15.6916,Turn,1
7fb91164ad,18.4516,20.2916,Turn,1
7fb91164ad,21.8316,24.6316,Turn,1
7fb91164ad,25.4316,35.2716,Turn,1
7fb91164ad,45.3116,49.6316,Walking,0
7fb91164ad,54.0716,66.0316,Turn,1
80f00a451b,15.8616,16.9416,Turn,1
80f00a451b,22.3816,28.0216,Turn,1
80f00a451b,31.2216,32.8616,Turn,1
80f00a451b,48.0616,49.3016,Turn,1
81262644e7,5.43281,7.95281,StartHesitation,0
81262644e7,11.7128,28.3128,Turn,1
81262644e7,34.5528,36.9928,Turn,1
81262644e7,44.1528,47.8528,StartHesitation,0
81262644e7,53.5728,55.7328,Walking,0
8126370646,4.60437,20.4444,StartHesitation,1
8126370646,25.9444,31.5444,Turn,1
8126370646,39.0644,44.0044,Turn,1
8126370646,52.0044,55.0444,Walking,1
8126370646,62.6444,73.9644,Walking,1
8126370646,81.5644,88.4844,Walking,1
8126370646,91.9844,96.7444,Walking,1
8196d58a0b,21.1962,27.2762,Turn,1
8196d58a0b,27.2762,29.9962,Turn,1
826fc99615,15.3572,18.8772,Turn,1
826fc99615,34.8172,35.9772,Turn,1
827fff250f,15.6247,16.5047,StartHesitation,1
827fff250f,18.9447,36.4647,Turn,1
827fff250f,36.4647,44.0247,Turn,1
827fff250f,54.5447,55.9447,Turn,1
83c2a31635,6.54719,23.7872,Turn,1
83c2a31635,25.34,96.42,Turn,1
83ce03ef33,28.1959,30.3159,Turn,1
83ce03ef33,32.0359,34.8759,Turn,1
83ce03ef33,38.0759,39.8359,Turn,1
851ad1ba6a,10.15,22.23,Turn,1
851ad1ba6a,24.63,25.91,Turn,1
851ad1ba6a,27.83,29.63,Turn,1
851ad1ba6a,32.51,35.19,Turn,1
851ad1ba6a,37.11,41.19,Turn,1
851ad1ba6a,45.07,47.59,Turn,1
8522292a1b,4.79875,9.15875,Turn,1
8522292a1b,21.6387,24.3187,Turn,1
8522292a1b,30.9987,32.4387,Turn,1
8522292a1b,45.1187,46.3187,Turn,1
860f97c462,22.78,30.26,Turn,1
860f97c462,33.06,35.46,Turn,1
8661ef6281,12.48,67.8,StartHesitation,1
8661ef6281,67.96,258.32,Turn,1
8661ef6281,267.084,268.964,Turn,1
872d5c520c,8.86875,10.6287,Turn,1
872d5c520c,13.9887,15.3487,Turn,1
872d5c520c,19.6687,21.1487,Turn,1
872d5c520c,23.7087,25.3487,Turn,1
881cd3a17e,8.2975,12.9375,Turn,1
881cd3a17e,18.4975,25.4775,Turn,1
881cd3a17e,27.7575,31.4375,Turn,1
881cd3a17e,37.6375,38.8375,Turn,1
883f0760eb,13.2637,19.1637,Turn,1
883f0760eb,20.4037,21.2237,Turn,1
883f0760eb,22.1437,23.3837,Turn,1
883f0760eb,24.1037,26.3437,Turn,1
883f0760eb,28.3837,29.8237,Turn,1
883f0760eb,32.1837,33.0437,Turn,1
883f0760eb,35.9837,42.5037,Turn,1
883f0760eb,45.4237,47.9837,Turn,1
883f0760eb,49.4637,55.5437,Turn,1
883f0760eb,57.9437,61.3037,Turn,1
883f0760eb,62.1837,71.0837,Turn,1
88a2d1dafb,13.4316,14.6716,Turn,1
88a2d1dafb,19.1116,19.6316,Turn,1
89296724a1,15.4394,32.9194,Turn,1
89296724a1,18.4394,33.3194,Turn,1
89296724a1,32.9194,49.6994,Turn,1
89296724a1,36.3194,57.6394,Turn,1
89296724a1,70.5594,75.9594,Turn,1
89296724a1,84.4394,88.3194,Turn,1
8969714d63,4.20437,15.0444,StartHesitation,1
8969714d63,25.3244,26.4844,Turn,1
8969714d63,30.0444,31.6044,Turn,1
8969714d63,36.3644,39.7644,Turn,1
8969714d63,41.6844,44.2444,Turn,1
8969714d63,45.6044,57.0444,Walking,1
8969714d63,64.3244,69.7644,Walking,1
8969714d63,77.0044,78.3644,Turn,1
897c70f17f,10.3887,32.9887,Turn,1
897c70f17f,35.8687,45.6687,Turn,1
897c70f17f,47.4287,53.3087,Turn,1
